hour_of_day,cash_type,money,coffee_name,time_of_day,weekdaysort,weekday,monthsort,month_name,date,time,_year,_month,_day,season,season_astro
12,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-02,2025-09-25 12:54:32.175,2025,2,2,Winter,Winter
12,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-02,2025-09-25 12:56:04.653,2025,2,2,Winter,Winter
14,card,30.86,Americano with Milk,Afternoon,7,Sunday,2,February,2025-02-02,2025-09-25 14:22:57.323,2025,2,2,Winter,Winter
16,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-02,2025-09-25 16:45:07.918,2025,2,2,Winter,Winter
16,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-02,2025-09-25 16:46:57.223,2025,2,2,Winter,Winter
7,card,35.76,Cappuccino,Morning,1,Monday,2,February,2025-02-03,2025-09-25 07:03:24.790,2025,2,3,Winter,Winter
7,card,30.86,Americano with Milk,Morning,1,Monday,2,February,2025-02-03,2025-09-25 07:04:56.569,2025,2,3,Winter,Winter
8,card,21.06,Espresso,Morning,1,Monday,2,February,2025-02-03,2025-09-25 08:04:03.627,2025,2,3,Winter,Winter
8,card,30.86,Americano with Milk,Morning,1,Monday,2,February,2025-02-03,2025-09-25 08:09:08.967,2025,2,3,Winter,Winter
10,card,25.96,Americano,Morning,1,Monday,2,February,2025-02-03,2025-09-25 10:15:38.570,2025,2,3,Winter,Winter
10,card,35.76,Cappuccino,Morning,1,Monday,2,February,2025-02-03,2025-09-25 10:22:18.416,2025,2,3,Winter,Winter
10,card,30.86,Americano with Milk,Morning,1,Monday,2,February,2025-02-03,2025-09-25 10:49:58.650,2025,2,3,Winter,Winter
13,card,35.76,Cappuccino,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 13:25:02.069,2025,2,3,Winter,Winter
13,card,35.76,Cappuccino,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 13:32:53.672,2025,2,3,Winter,Winter
13,card,25.96,Americano,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 13:51:03.281,2025,2,3,Winter,Winter
14,card,25.96,Americano,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 14:06:36.519,2025,2,3,Winter,Winter
14,card,35.76,Latte,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 14:47:02.198,2025,2,3,Winter,Winter
14,card,35.76,Latte,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 14:50:20.575,2025,2,3,Winter,Winter
15,card,35.76,Latte,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 15:01:44.613,2025,2,3,Winter,Winter
15,card,25.96,Americano,Afternoon,1,Monday,2,February,2025-02-03,2025-09-25 15:41:27.205,2025,2,3,Winter,Winter
17,card,35.76,Cocoa,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:01:26.871,2025,2,3,Winter,Winter
17,card,30.86,Americano with Milk,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:09:55.135,2025,2,3,Winter,Winter
17,card,30.86,Americano with Milk,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:11:07.189,2025,2,3,Winter,Winter
17,card,30.86,Americano with Milk,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:12:05.215,2025,2,3,Winter,Winter
17,card,35.76,Hot Chocolate,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:13:21.519,2025,2,3,Winter,Winter
17,card,35.76,Latte,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:14:18.374,2025,2,3,Winter,Winter
17,card,35.76,Hot Chocolate,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:15:40.901,2025,2,3,Winter,Winter
17,card,30.86,Americano with Milk,Night,1,Monday,2,February,2025-02-03,2025-09-25 17:44:17.695,2025,2,3,Winter,Winter
18,card,25.96,Americano,Night,1,Monday,2,February,2025-02-03,2025-09-25 18:09:00.486,2025,2,3,Winter,Winter
20,card,35.76,Cocoa,Night,1,Monday,2,February,2025-02-03,2025-09-25 20:44:14.131,2025,2,3,Winter,Winter
10,card,30.86,Americano with Milk,Morning,2,Tuesday,2,February,2025-02-04,2025-09-25 10:04:56.809,2025,2,4,Winter,Winter
10,card,25.96,Americano,Morning,2,Tuesday,2,February,2025-02-04,2025-09-25 10:11:31.338,2025,2,4,Winter,Winter
12,card,30.86,Americano with Milk,Afternoon,2,Tuesday,2,February,2025-02-04,2025-09-25 12:35:58.283,2025,2,4,Winter,Winter
13,card,25.96,Cortado,Afternoon,2,Tuesday,2,February,2025-02-04,2025-09-25 13:07:39.018,2025,2,4,Winter,Winter
14,card,25.96,Americano,Afternoon,2,Tuesday,2,February,2025-02-04,2025-09-25 14:15:14.010,2025,2,4,Winter,Winter
14,card,30.86,Americano with Milk,Afternoon,2,Tuesday,2,February,2025-02-04,2025-09-25 14:17:36.486,2025,2,4,Winter,Winter
14,card,25.96,Americano,Afternoon,2,Tuesday,2,February,2025-02-04,2025-09-25 14:19:48.544,2025,2,4,Winter,Winter
18,card,30.86,Americano with Milk,Night,2,Tuesday,2,February,2025-02-04,2025-09-25 18:13:41.792,2025,2,4,Winter,Winter
19,card,35.76,Cocoa,Night,2,Tuesday,2,February,2025-02-04,2025-09-25 19:05:21.915,2025,2,4,Winter,Winter
19,card,35.76,Cocoa,Night,2,Tuesday,2,February,2025-02-04,2025-09-25 19:09:36.727,2025,2,4,Winter,Winter
19,card,35.76,Cocoa,Night,2,Tuesday,2,February,2025-02-04,2025-09-25 19:10:27.574,2025,2,4,Winter,Winter
19,card,25.96,Cortado,Night,2,Tuesday,2,February,2025-02-04,2025-09-25 19:27:27.283,2025,2,4,Winter,Winter
8,card,30.86,Americano with Milk,Morning,3,Wednesday,2,February,2025-02-05,2025-09-25 08:42:10.512,2025,2,5,Winter,Winter
9,card,30.86,Americano with Milk,Morning,3,Wednesday,2,February,2025-02-05,2025-09-25 09:10:43.723,2025,2,5,Winter,Winter
11,card,25.96,Americano,Morning,3,Wednesday,2,February,2025-02-05,2025-09-25 11:49:35.788,2025,2,5,Winter,Winter
11,card,25.96,Americano,Morning,3,Wednesday,2,February,2025-02-05,2025-09-25 11:50:41.585,2025,2,5,Winter,Winter
11,card,25.96,Americano,Morning,3,Wednesday,2,February,2025-02-05,2025-09-25 11:51:45.385,2025,2,5,Winter,Winter
11,card,30.86,Americano with Milk,Morning,3,Wednesday,2,February,2025-02-05,2025-09-25 11:58:36.442,2025,2,5,Winter,Winter
12,card,25.96,Americano,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 12:10:46.876,2025,2,5,Winter,Winter
13,card,25.96,Americano,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 13:20:46.169,2025,2,5,Winter,Winter
13,card,21.06,Espresso,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 13:43:42.825,2025,2,5,Winter,Winter
13,card,21.06,Espresso,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 13:44:29.310,2025,2,5,Winter,Winter
14,card,35.76,Cappuccino,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 14:57:52.705,2025,2,5,Winter,Winter
15,card,35.76,Cappuccino,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 15:50:58.774,2025,2,5,Winter,Winter
16,card,35.76,Hot Chocolate,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 16:34:20.397,2025,2,5,Winter,Winter
16,card,35.76,Latte,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 16:35:33.007,2025,2,5,Winter,Winter
16,card,35.76,Latte,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 16:36:34.191,2025,2,5,Winter,Winter
16,card,35.76,Cocoa,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 16:39:01.735,2025,2,5,Winter,Winter
16,card,35.76,Hot Chocolate,Afternoon,3,Wednesday,2,February,2025-02-05,2025-09-25 16:41:09.994,2025,2,5,Winter,Winter
18,card,35.76,Cappuccino,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 18:18:34.427,2025,2,5,Winter,Winter
18,card,35.76,Cappuccino,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 18:19:49.078,2025,2,5,Winter,Winter
18,card,35.76,Cocoa,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 18:20:51.486,2025,2,5,Winter,Winter
18,card,30.86,Americano with Milk,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 18:25:29.322,2025,2,5,Winter,Winter
18,card,35.76,Cappuccino,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 18:45:42.132,2025,2,5,Winter,Winter
19,card,35.76,Hot Chocolate,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 19:06:46.262,2025,2,5,Winter,Winter
20,card,35.76,Cocoa,Night,3,Wednesday,2,February,2025-02-05,2025-09-25 20:03:20.629,2025,2,5,Winter,Winter
7,card,30.86,Americano with Milk,Morning,4,Thursday,2,February,2025-02-06,2025-09-25 07:16:48.645,2025,2,6,Winter,Winter
13,card,25.96,Americano,Afternoon,4,Thursday,2,February,2025-02-06,2025-09-25 13:59:21.456,2025,2,6,Winter,Winter
14,card,30.86,Americano with Milk,Afternoon,4,Thursday,2,February,2025-02-06,2025-09-25 14:55:31.564,2025,2,6,Winter,Winter
14,card,35.76,Cappuccino,Afternoon,4,Thursday,2,February,2025-02-06,2025-09-25 14:59:22.422,2025,2,6,Winter,Winter
16,card,35.76,Cocoa,Afternoon,4,Thursday,2,February,2025-02-06,2025-09-25 16:14:49.801,2025,2,6,Winter,Winter
17,card,35.76,Cocoa,Night,4,Thursday,2,February,2025-02-06,2025-09-25 17:09:45.604,2025,2,6,Winter,Winter
17,card,35.76,Cocoa,Night,4,Thursday,2,February,2025-02-06,2025-09-25 17:54:25.041,2025,2,6,Winter,Winter
19,card,35.76,Cappuccino,Night,4,Thursday,2,February,2025-02-06,2025-09-25 19:53:12.674,2025,2,6,Winter,Winter
19,card,21.06,Espresso,Night,4,Thursday,2,February,2025-02-06,2025-09-25 19:55:06.501,2025,2,6,Winter,Winter
20,card,35.76,Cocoa,Night,4,Thursday,2,February,2025-02-06,2025-09-25 20:06:59.305,2025,2,6,Winter,Winter
20,card,35.76,Cocoa,Night,4,Thursday,2,February,2025-02-06,2025-09-25 20:07:47.105,2025,2,6,Winter,Winter
20,card,35.76,Latte,Night,4,Thursday,2,February,2025-02-06,2025-09-25 20:23:13.537,2025,2,6,Winter,Winter
8,card,30.86,Americano with Milk,Morning,5,Friday,2,February,2025-02-07,2025-09-25 08:44:49.968,2025,2,7,Winter,Winter
9,card,30.86,Americano with Milk,Morning,5,Friday,2,February,2025-02-07,2025-09-25 09:07:04.654,2025,2,7,Winter,Winter
10,card,25.96,Americano,Morning,5,Friday,2,February,2025-02-07,2025-09-25 10:49:23.202,2025,2,7,Winter,Winter
12,card,35.76,Cocoa,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 12:09:38.592,2025,2,7,Winter,Winter
12,card,30.86,Americano with Milk,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 12:51:22.367,2025,2,7,Winter,Winter
12,card,25.96,Americano,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 12:58:51.777,2025,2,7,Winter,Winter
16,card,25.96,Cortado,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 16:04:10.943,2025,2,7,Winter,Winter
16,card,35.76,Latte,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 16:22:13.091,2025,2,7,Winter,Winter
16,card,35.76,Hot Chocolate,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 16:23:14.076,2025,2,7,Winter,Winter
16,card,35.76,Latte,Afternoon,5,Friday,2,February,2025-02-07,2025-09-25 16:24:35.194,2025,2,7,Winter,Winter
18,card,35.76,Cocoa,Night,5,Friday,2,February,2025-02-07,2025-09-25 18:42:36.741,2025,2,7,Winter,Winter
18,card,35.76,Cocoa,Night,5,Friday,2,February,2025-02-07,2025-09-25 18:43:36.084,2025,2,7,Winter,Winter
18,card,25.96,Cortado,Night,5,Friday,2,February,2025-02-07,2025-09-25 18:44:30.842,2025,2,7,Winter,Winter
18,card,35.76,Cocoa,Night,5,Friday,2,February,2025-02-07,2025-09-25 18:45:23.077,2025,2,7,Winter,Winter
20,card,35.76,Cocoa,Night,5,Friday,2,February,2025-02-07,2025-09-25 20:10:59.413,2025,2,7,Winter,Winter
20,card,25.96,Cortado,Night,5,Friday,2,February,2025-02-07,2025-09-25 20:30:56.938,2025,2,7,Winter,Winter
9,card,25.96,Americano,Morning,6,Saturday,2,February,2025-02-08,2025-09-25 09:01:42.933,2025,2,8,Winter,Winter
10,card,30.86,Americano with Milk,Morning,6,Saturday,2,February,2025-02-08,2025-09-25 10:56:17.090,2025,2,8,Winter,Winter
11,card,25.96,Cortado,Morning,6,Saturday,2,February,2025-02-08,2025-09-25 11:02:41.385,2025,2,8,Winter,Winter
11,card,25.96,Americano,Morning,6,Saturday,2,February,2025-02-08,2025-09-25 11:39:33.882,2025,2,8,Winter,Winter
12,card,25.96,Americano,Afternoon,6,Saturday,2,February,2025-02-08,2025-09-25 12:46:12.840,2025,2,8,Winter,Winter
13,card,25.96,Americano,Afternoon,6,Saturday,2,February,2025-02-08,2025-09-25 13:26:47.588,2025,2,8,Winter,Winter
15,card,25.96,Americano,Afternoon,6,Saturday,2,February,2025-02-08,2025-09-25 15:07:04.164,2025,2,8,Winter,Winter
15,card,25.96,Americano,Afternoon,6,Saturday,2,February,2025-02-08,2025-09-25 15:08:09.210,2025,2,8,Winter,Winter
8,card,35.76,Cocoa,Morning,7,Sunday,2,February,2025-02-09,2025-09-25 08:49:24.111,2025,2,9,Winter,Winter
10,card,30.86,Americano with Milk,Morning,7,Sunday,2,February,2025-02-09,2025-09-25 10:31:09.185,2025,2,9,Winter,Winter
10,card,25.96,Americano,Morning,7,Sunday,2,February,2025-02-09,2025-09-25 10:51:28.019,2025,2,9,Winter,Winter
12,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-09,2025-09-25 12:05:05.007,2025,2,9,Winter,Winter
15,card,35.76,Cocoa,Afternoon,7,Sunday,2,February,2025-02-09,2025-09-25 15:13:09.171,2025,2,9,Winter,Winter
15,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-09,2025-09-25 15:14:02.345,2025,2,9,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,7,Sunday,2,February,2025-02-09,2025-09-25 15:15:57.899,2025,2,9,Winter,Winter
15,card,35.76,Cocoa,Afternoon,7,Sunday,2,February,2025-02-09,2025-09-25 15:16:52.224,2025,2,9,Winter,Winter
16,card,25.96,Cortado,Afternoon,7,Sunday,2,February,2025-02-09,2025-09-25 16:20:18.825,2025,2,9,Winter,Winter
7,card,25.96,Americano,Morning,1,Monday,2,February,2025-02-10,2025-09-25 07:01:46.579,2025,2,10,Winter,Winter
8,card,25.96,Americano,Morning,1,Monday,2,February,2025-02-10,2025-09-25 08:16:32.125,2025,2,10,Winter,Winter
8,card,25.96,Americano,Morning,1,Monday,2,February,2025-02-10,2025-09-25 08:24:56.389,2025,2,10,Winter,Winter
11,card,30.86,Americano with Milk,Morning,1,Monday,2,February,2025-02-10,2025-09-25 11:11:43.020,2025,2,10,Winter,Winter
13,card,25.96,Americano,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 13:08:50.162,2025,2,10,Winter,Winter
13,card,35.76,Cocoa,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 13:11:05.976,2025,2,10,Winter,Winter
13,card,30.86,Americano with Milk,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 13:26:54.671,2025,2,10,Winter,Winter
13,card,25.96,Americano,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 13:40:13.329,2025,2,10,Winter,Winter
14,card,35.76,Latte,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 14:01:52.039,2025,2,10,Winter,Winter
14,card,25.96,Americano,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 14:07:41.358,2025,2,10,Winter,Winter
14,card,35.76,Cocoa,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 14:11:46.466,2025,2,10,Winter,Winter
14,card,35.76,Cocoa,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 14:15:44.582,2025,2,10,Winter,Winter
15,card,35.76,Cappuccino,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 15:01:54.950,2025,2,10,Winter,Winter
15,card,30.86,Americano with Milk,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 15:14:01.175,2025,2,10,Winter,Winter
15,card,35.76,Latte,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 15:46:02.637,2025,2,10,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 15:47:44.088,2025,2,10,Winter,Winter
16,card,35.76,Cocoa,Afternoon,1,Monday,2,February,2025-02-10,2025-09-25 16:20:55.047,2025,2,10,Winter,Winter
17,card,25.96,Americano,Night,1,Monday,2,February,2025-02-10,2025-09-25 17:12:02.356,2025,2,10,Winter,Winter
18,card,30.86,Americano with Milk,Night,1,Monday,2,February,2025-02-10,2025-09-25 18:27:14.597,2025,2,10,Winter,Winter
19,card,35.76,Latte,Night,1,Monday,2,February,2025-02-10,2025-09-25 19:14:01.461,2025,2,10,Winter,Winter
19,card,35.76,Latte,Night,1,Monday,2,February,2025-02-10,2025-09-25 19:14:53.526,2025,2,10,Winter,Winter
10,card,25.96,Americano,Morning,2,Tuesday,2,February,2025-02-11,2025-09-25 10:38:26.035,2025,2,11,Winter,Winter
11,card,25.96,Americano,Morning,2,Tuesday,2,February,2025-02-11,2025-09-25 11:19:15.478,2025,2,11,Winter,Winter
11,card,30.86,Americano with Milk,Morning,2,Tuesday,2,February,2025-02-11,2025-09-25 11:20:12.152,2025,2,11,Winter,Winter
11,card,35.76,Cocoa,Morning,2,Tuesday,2,February,2025-02-11,2025-09-25 11:21:08.002,2025,2,11,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,2,Tuesday,2,February,2025-02-11,2025-09-25 15:56:49.868,2025,2,11,Winter,Winter
16,card,30.86,Americano with Milk,Afternoon,2,Tuesday,2,February,2025-02-11,2025-09-25 16:09:08.439,2025,2,11,Winter,Winter
16,card,21.06,Espresso,Afternoon,2,Tuesday,2,February,2025-02-11,2025-09-25 16:49:40.995,2025,2,11,Winter,Winter
17,card,35.76,Latte,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 17:35:34.920,2025,2,11,Winter,Winter
17,card,30.86,Americano with Milk,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 17:36:42.232,2025,2,11,Winter,Winter
17,card,30.86,Americano with Milk,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 17:44:12.594,2025,2,11,Winter,Winter
17,card,25.96,Americano,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 17:50:40.426,2025,2,11,Winter,Winter
17,card,30.86,Americano with Milk,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 17:54:37.833,2025,2,11,Winter,Winter
19,card,35.76,Latte,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 19:04:11.037,2025,2,11,Winter,Winter
19,card,35.76,Cocoa,Night,2,Tuesday,2,February,2025-02-11,2025-09-25 19:05:03.830,2025,2,11,Winter,Winter
7,card,35.76,Cappuccino,Morning,3,Wednesday,2,February,2025-02-12,2025-09-25 07:16:57.164,2025,2,12,Winter,Winter
7,card,25.96,Americano,Morning,3,Wednesday,2,February,2025-02-12,2025-09-25 07:35:37.551,2025,2,12,Winter,Winter
8,card,35.76,Cocoa,Morning,3,Wednesday,2,February,2025-02-12,2025-09-25 08:54:35.758,2025,2,12,Winter,Winter
9,card,30.86,Americano with Milk,Morning,3,Wednesday,2,February,2025-02-12,2025-09-25 09:19:45.900,2025,2,12,Winter,Winter
10,card,25.96,Americano,Morning,3,Wednesday,2,February,2025-02-12,2025-09-25 10:43:13.475,2025,2,12,Winter,Winter
12,card,25.96,Americano,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 12:43:29.084,2025,2,12,Winter,Winter
13,card,25.96,Americano,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 13:08:09.325,2025,2,12,Winter,Winter
13,card,35.76,Hot Chocolate,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 13:41:39.723,2025,2,12,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 15:41:24.777,2025,2,12,Winter,Winter
15,card,35.76,Latte,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 15:42:16.575,2025,2,12,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 15:43:34.522,2025,2,12,Winter,Winter
16,card,25.96,Americano,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 16:12:58.376,2025,2,12,Winter,Winter
16,card,25.96,Americano,Afternoon,3,Wednesday,2,February,2025-02-12,2025-09-25 16:26:08.533,2025,2,12,Winter,Winter
17,card,35.76,Cappuccino,Night,3,Wednesday,2,February,2025-02-12,2025-09-25 17:05:31.989,2025,2,12,Winter,Winter
17,card,25.96,Americano,Night,3,Wednesday,2,February,2025-02-12,2025-09-25 17:42:51.484,2025,2,12,Winter,Winter
20,card,35.76,Latte,Night,3,Wednesday,2,February,2025-02-12,2025-09-25 20:05:40.740,2025,2,12,Winter,Winter
20,card,35.76,Cocoa,Night,3,Wednesday,2,February,2025-02-12,2025-09-25 20:23:13.374,2025,2,12,Winter,Winter
21,card,35.76,Cappuccino,Night,3,Wednesday,2,February,2025-02-12,2025-09-25 21:17:04.272,2025,2,12,Winter,Winter
7,card,30.86,Americano with Milk,Morning,4,Thursday,2,February,2025-02-13,2025-09-25 07:38:47.907,2025,2,13,Winter,Winter
8,card,25.96,Americano,Morning,4,Thursday,2,February,2025-02-13,2025-09-25 08:45:57.062,2025,2,13,Winter,Winter
9,card,21.06,Espresso,Morning,4,Thursday,2,February,2025-02-13,2025-09-25 09:17:21.021,2025,2,13,Winter,Winter
9,card,35.76,Cocoa,Morning,4,Thursday,2,February,2025-02-13,2025-09-25 09:36:05.130,2025,2,13,Winter,Winter
10,card,30.86,Americano with Milk,Morning,4,Thursday,2,February,2025-02-13,2025-09-25 10:29:32.655,2025,2,13,Winter,Winter
10,card,30.86,Americano with Milk,Morning,4,Thursday,2,February,2025-02-13,2025-09-25 10:59:27.048,2025,2,13,Winter,Winter
16,card,25.96,Americano,Afternoon,4,Thursday,2,February,2025-02-13,2025-09-25 16:30:39.247,2025,2,13,Winter,Winter
16,card,25.96,Americano,Afternoon,4,Thursday,2,February,2025-02-13,2025-09-25 16:31:33.722,2025,2,13,Winter,Winter
17,card,30.86,Americano with Milk,Night,4,Thursday,2,February,2025-02-13,2025-09-25 17:16:11.630,2025,2,13,Winter,Winter
17,card,30.86,Americano with Milk,Night,4,Thursday,2,February,2025-02-13,2025-09-25 17:17:20.197,2025,2,13,Winter,Winter
18,card,35.76,Latte,Night,4,Thursday,2,February,2025-02-13,2025-09-25 18:01:35.454,2025,2,13,Winter,Winter
18,card,35.76,Cappuccino,Night,4,Thursday,2,February,2025-02-13,2025-09-25 18:15:08.550,2025,2,13,Winter,Winter
19,card,35.76,Latte,Night,4,Thursday,2,February,2025-02-13,2025-09-25 19:06:30.373,2025,2,13,Winter,Winter
11,card,25.96,Americano,Morning,5,Friday,2,February,2025-02-14,2025-09-25 11:38:55.705,2025,2,14,Winter,Winter
14,card,35.76,Hot Chocolate,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 14:07:09.333,2025,2,14,Winter,Winter
14,card,25.96,Americano,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 14:45:59.806,2025,2,14,Winter,Winter
14,card,21.06,Espresso,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 14:46:45.108,2025,2,14,Winter,Winter
14,card,30.86,Americano with Milk,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 14:58:12.247,2025,2,14,Winter,Winter
15,card,35.76,Cappuccino,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 15:00:16.743,2025,2,14,Winter,Winter
15,card,35.76,Cappuccino,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 15:36:40.857,2025,2,14,Winter,Winter
15,card,35.76,Latte,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 15:38:47.478,2025,2,14,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 15:53:56.467,2025,2,14,Winter,Winter
15,card,35.76,Cappuccino,Afternoon,5,Friday,2,February,2025-02-14,2025-09-25 15:54:57.220,2025,2,14,Winter,Winter
17,card,25.96,Americano,Night,5,Friday,2,February,2025-02-14,2025-09-25 17:03:16.068,2025,2,14,Winter,Winter
17,card,35.76,Cocoa,Night,5,Friday,2,February,2025-02-14,2025-09-25 17:04:29.509,2025,2,14,Winter,Winter
17,card,21.06,Espresso,Night,5,Friday,2,February,2025-02-14,2025-09-25 17:09:07.646,2025,2,14,Winter,Winter
17,card,30.86,Americano with Milk,Night,5,Friday,2,February,2025-02-14,2025-09-25 17:25:24.871,2025,2,14,Winter,Winter
21,card,25.96,Americano,Night,5,Friday,2,February,2025-02-14,2025-09-25 21:18:29.956,2025,2,14,Winter,Winter
9,card,35.76,Cappuccino,Morning,6,Saturday,2,February,2025-02-15,2025-09-25 09:22:51.930,2025,2,15,Winter,Winter
12,card,35.76,Cappuccino,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 12:41:53.830,2025,2,15,Winter,Winter
12,card,25.96,Americano,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 12:44:26.571,2025,2,15,Winter,Winter
13,card,30.86,Americano with Milk,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 13:02:19.867,2025,2,15,Winter,Winter
13,card,30.86,Americano with Milk,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 13:32:05.734,2025,2,15,Winter,Winter
14,card,35.76,Cappuccino,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 14:01:51.228,2025,2,15,Winter,Winter
14,card,25.96,Americano,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 14:11:53.922,2025,2,15,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 15:40:07.667,2025,2,15,Winter,Winter
15,card,35.76,Hot Chocolate,Afternoon,6,Saturday,2,February,2025-02-15,2025-09-25 15:40:59.443,2025,2,15,Winter,Winter
10,card,25.96,Americano,Morning,7,Sunday,2,February,2025-02-16,2025-09-25 10:46:43.223,2025,2,16,Winter,Winter
10,card,25.96,Americano,Morning,7,Sunday,2,February,2025-02-16,2025-09-25 10:50:00.616,2025,2,16,Winter,Winter
10,card,30.86,Americano with Milk,Morning,7,Sunday,2,February,2025-02-16,2025-09-25 10:51:03.967,2025,2,16,Winter,Winter
11,card,35.76,Hot Chocolate,Morning,7,Sunday,2,February,2025-02-16,2025-09-25 11:04:47.894,2025,2,16,Winter,Winter
11,card,25.96,Americano,Morning,7,Sunday,2,February,2025-02-16,2025-09-25 11:32:29.055,2025,2,16,Winter,Winter
14,card,35.76,Hot Chocolate,Afternoon,7,Sunday,2,February,2025-02-16,2025-09-25 14:15:37.049,2025,2,16,Winter,Winter
14,card,35.76,Latte,Afternoon,7,Sunday,2,February,2025-02-16,2025-09-25 14:16:41.124,2025,2,16,Winter,Winter
17,card,35.76,Hot Chocolate,Night,7,Sunday,2,February,2025-02-16,2025-09-25 17:12:27.402,2025,2,16,Winter,Winter
